drug_id,fda,fda_altname,anxiety,anxiety_altname
BRD-K08640787,Ibandronic acid,"BM 21.0955,BM-21.0955,Bondronat,Boniva,Bonviva,Iasibon,Ibandronate,Ibandronate Sodium,Ibandronic acid,Quodixor",,
rimcazole dihydrochloride,Dyphylline,"Dilor,DILOR-400,Diprophylline,Dyphylline,Glyphylline,Lufyllin,Neothylline",,
NVP-AUY922,Bupivacaine,"LAC-43,Anekain,Bupivacaine HCl,Bupivacaine,LIQ865,Marcain,Bupivac HCl,Marcaine,Bupivacaine Hydrochloride Hydrate,LIQ-865,WIN-11318,Bupivacaine Hydrochloride Kit,Exparel,AH-2250,SKY-0402,Marcaine Hydrochloride Preservative FREE,Bupivacaine Hydrochloride RS,Sensorcaine,Bupivacaine Hydrochloride Monohydrate,Marcaine HCl,Bupivacaine Hydrochloride",,
BRD-K45878950,Mepivacaine,"APF-135,Arestocaine HCl,Carbocaine,Isocaine HCl,Mepivacaine,Mepivacaine HCl,Mepivacaine Hydrochloride,Polocaine,Polocaine-MPF,Scandicaine,Scandonest,Scandonest Plain",,
BRD-K87573634,Isoproterenol,"A-21,Aerolone,Imuprel,Isoprenaline,Isopropylarterenol HCl,Isopropylarterenol Sulfate,Isoproterenol,Isoproterenol Dl-FORM,Isoproterenol HCl,Isoproterenol Hydrochloride,Isoproterenol Sulfate,Isuprel,L-Isoprenaline HCl,Medihaler-ISO,Norisodrine,Norisodrine Aerotrol,NSC-33791,NSC-9975,Oriconazole,Vapo-ISO",,
I-BET,Metaproterenol,"Alupent,Alupent Obstetric,Metaproterenol,Metaproterenol Hemisulfate Salt,Metaproterenol Sulfate,Metaproterenol Sulfate\, Orciprenaline Sulfate,Orciprenaline,Orciprenaline Sulfate,Prometa,RAC-Metaproterenol HCl,TH-152",,
stk397047,Propranolol,"Innopran,Half Beta-Prograne MR,Betadur CR,Propranolol Hydrochloride Intensol,Angilol,INDERIDE-80/25,Half-Beprane CR,AY-64043,PROPANIX-40,Rapranol SR,Propranolol,PROPANIX-160,Bedranol S.R.,Bedranol,Hemangeol,Berkolol,Sagittol,Apsolol,Half Propanix LA,AY-64043-,Lopranol LA,PROPANIX-80,SLO-PRO,Half-Betadur CR,Propanix LA,Cardinol,Tesnol,Avlocardyl,Beta-Prograne MR,Inderal,INDERIDE-40/25,NSC-91523,Half-Inderal LA,Probeta LA,Lederpronol,PROPANIX-160 SR,PROPANIX-10,Inderal LA,Syprol,Half Propatard LA,Propranolol HCl,Propranolol Hydrochloride (+/-),Dupromex,ICI-45520,Sloprolol,Propanolol,Innopran XL,Propatard LA,SLO-BLOK",,
afatinib,Doxazosin,"C02CA04,Cardozin XL,Cardura,Cardura XL,Cascor,Colixil XL,Doxadura,Doxazosin,Doxazosin Mesilate,Doxazosin Mesylate,Doxazosin Methanesulfonate,Doxzogen XL,Larbex XL,Oxandosin XL,Raporsin XL,Slocinx XL,UK-33274,UK-3327427,UK-33274-27",,
GW-843682X,Perhexiline,"Perhexiline,Perhexiline Maleate,Pexid,Pexsig",,
byssochlamic acid,Atenolol,"Antipressan,Atenamin,ATENIX-100,ATENIX-25,ATENIX-50,Atenolol,C07AB03,Esatenolol,Ibinolo,ICI 66082,ICI-66082,Kentol,(Rs)-Atenolol,Tenormin,TENORMIN 25,Tenormin L.S.,Totamol,Unibloc,Vasaten",,
oligomycin c,Phenothrin,"Full Marks,Phenothrin,S-2539F,Sumithrin",,
BRD-K41775742,Benfluorex,"Benfluorex,Benfluorex Hydrochloride",,
gr 55562 dihydrochloride,Sulfisoxazole,"Entusil,Eryzole,Gantrisin,Neazolin,NSC-13120,NSC-683536,NU-445,Pediazole,Sosol,Soxazole,Sulfafurazole,Sulfalar,Sulfisoxazole,Sulfisoxazole Diolamine,Sulphafurazole,Sulsoxin",,
BRD-K74980345,Estrone Sulfuric acid,"1\,3\,5(10)-Estratrien-3-ol-17-one sulphate\, sodium salt,Estrone Sodium Sulfate,Estrone Sulphate,Estropipate,Harmogen,Ogen,OGEN 1.25,OGEN 2.5,OGEN 5,OGEN .625,Ortho-EST,Piperazine Estrone Sulfate",,
BRD-K62300190,Erythromycin Ethylsuccinate,"Arpimycin,E-Mycin E,Pediamycin,E-Mycin,Wyamycin,Erythromycin Ethylsuccinate,Erythroped PI,E.E.S.,Erythromycin Ethyl Succinate,E.E.S. 400,PEDIAMYCIN 400,Primacine,Erymin,Erythroden,Eryped,Erythroped Fte SF,Erythroped Pi SF,Erythroped,Erythroped A,Wyamycin E,ROMMIX 125,Erythroped SF,E.E.S. 200,Erythroped FTE",,
BRD-A01317026,Lidocaine,"Oraqix,Alphacaine HCl,Bradosol PLUS,Calgel,Vagisil,Medijel,Lignostab,Rexocaine,Iglu,Xylotox,LTA Ii Kit,ALGRX-3268,Preparation H,Iontocaine,Octocaine,Lidocaine Viscous,Alphacaine,Dequaspray,Embolex,Oragard,Instillagel,Xylodase,CO-Phenylcaine FTE,ALGRX 3268,Lidocaine,Lignokent,Laryng-O-Jet Kit,Lignospan Special,Germoloids,Germoloids Complete,Lidocaine Hydrochloride Monohydrate,Versatis,Anestacon,Lidocaine HCl,Hemocane,Lidocaine Hydrochloride Viscous,Lidopen,LIGNOSTAB A 100,Akten,Dentipatch,Lido HCl,XYLOTOX E80,Laryngojet,NSC-40030,Zingo,Xylocaine Preservative FREE,Emla,Xylocaine Viscous,Lidocaton,Bismodyne,LMX 4,Laryngotracheal Anesthesia Kit,Lignocaine HCl,Lignocaine,Ztlido,Lidoderm,Xylocaine,Denela,Pediatric Lta Kit,Anodesyn,Glydo,Xylocaine Dental,Lignostab N,Lidocaine Hydrochloride,Lignostab-A",,
GSK-690693,Clomipramine,"Anafranil,Anafranil SR,Chlorimipramine,Clomipramine,Clomipramine HCl,Clomipramine Hydrochloride,G-34586,NSC-169865,Tranquax",,
calycanthine,Vinpocetine,"AY-27255,Cavinton,Vinpocetine",,
hyperoside,Amitriptyline,"Amitriptyline HCl,Saroten Retard,Amitriptyline Hydrochloride,Triptafen,Etrafon-A,NIH 10794,Amitid,Lentizol,Domical,Tryptizol,Cytriptyline,Saroten,Triptafen-M,LIMBITROL 5,TRYPTIZOL-75,NSC-104210,Amitryptiline Hydrochloride,Amitril,Limbitrol,Elavil,Etrafon-Forte,Amitriptyline,Endep",,
NVP-BGT226,Risperidone,"LY03004,LY-03004,N05AX08,Perseris Kit,R-64766,R-64-766,R-64\,766,RCN3028,RCN-3028,Risperdal,Risperdal Consta,Risperdal Consta Long Acting,Risperdal M,Risperdal M-Tab,Risperdal Quicklet,Risperidone",,
hy-70044,Remoxipride,"A-33547,A-33547.HCL.H20,FLA-731,FLA-731(-),Remoxipride,Remoxipride HCl,Remoxipride Hydrochloride,Roxiam,Roxiam IR",,
pracinostat,Zolmitriptan,"311C90,311-C-90,Zolmitriptan,Zomig,Zomig-ZMT",,
BRD-K00430421,Trioxsalen,"Trioxsalen,Trioxysalen,Trisoralen",,
BRD-K45842176,Fluphenazine,"Fluphenazine,Fluphenazine Dihydrochloride,Fluphenazine HCl,Fluphenazine Hydrochloride,Moditen,NSC-179197,NSC-62323,Permitil,Prolixin,SQUIBB 4918",,
cd 01333,Benzylpenicillin,"E705,Bicillin L-A,Benzylpenicillin,Pfizerpen,J01CE01,Pfizerpen-AS,Penicillin G Sodium,PENTIDS '800',PENTIDS '200',Penicillin G Potassium Salt,Permapen,E706,E708,Penicillin Potassium G\, Crystalline,PENTIDS '400',Penicillin G,Benzylpenicillin Potassium,Bicillin,NSC-402815,NSC-131815,Cilloral,Benzathine Benzylpenicillin,Penidural LA,Pentids,Penicillin G Sodium Salt,Benzethacil,Pfizerpen G,PENADUR 6-3-3,Penicillin G Benzathine,Penicillin G Potassium,Liquapen,Benzylpenicillin Sodium,Benethamine Penicillin,PENICILLIN-2,Benzathine Penicillin,Scotcil,Triplopen,Penicillin G Sodium\, Crystalline,Penicillin,Penicillin Calcium,NSC-193396,Extencilline,Bicillin L-A Tubex,PENTIDS '250',Crystapen G,Benzylpenicillin Benzathine,Retarpen,Penidural",,
BIX-01294,Medrysone,"6Alpha-methyl-11beta-hydroxyprogesterone,Hms,Hydroxymesterone,Medrysone,U-8471",,
h7270,Metergoline,"FI-6337,Liserdol,Mce,Metergoline,Metergoline Phenylmethyl Ester",,
fu jmbii127b,"1-(2,6-Dichlorobenzylideneamino)guanidine","Guanabenz,Guanabenz Acetate,NSC-68982,WY-8678",,
thiophene-2-carboxylic acid benzothiazol-2-ylamide mls-0446110.0001,Tripelennamine,"Pbz,PBZ-SR,Tripelennamine,Tripelennamine Chloride,Tripelennamine Citrate,Tripelennamine HCl,Tripelennamine Hydrochloride",,
pyrrolidinedithiocarbamate ammonium,Indomethacin,"Imbrilon,Ledmecin,Artracin SR,Indomethacin,Indolar,BERLIND 75 RET,Indolar SR,Indocin SR,SLO-INDO,FLEXIN-75 CONTINUS,Pardelprin MR,Rheumacin LA,Indomethacin Sodium,Maximet SR,Indometacin,NSC-77541,FLEXIN-25 CONTINUS,Indo-Lemmon,Mobilan,INDOMAX-75 SR,Indocid-R,Rimacid,Indocid RET,Indocin,Indoptol,Indoflex,INDOTARD MR 75,Indoderm,Tivorbex,Artracin,Indo-PAED,FLEXIN-50 CONTINUS,INDOMAX-25,Indometacin Farnesil,Indomod",,
BRD-K59705555,Enalapril,"C09AA02,Ednyt,Enalapril,Enalapril Maleate,Enapren,Epaned,Epaned Kit,Innovace,Lexxel,MK-421,PRALENAL 10,PRALENAL 20,PRALENAL 2.5,PRALENAL 5,Renitec,Vaseretic,Vasotec,Xanef",,
BRD-K03829970,Oxybenzone,"Oxybenzone,UVINUL M40",,
BRD-A32449311,Quinidine,"CIN-QUIN,Duraquin,NSC-10004,Quinact,Quinaglute,Quinalan,Quinatime,Quinicardine,Quinidex,Quinidine,Quinidine Gluconate,Quinidine HCl,Quinidine Hydrochloride Monohydrate,Quinidine Sulfate,Quinidine Sulfate Anhydrous,Quinidine Sulfate Dihydrate,Quinidine Sulfate Hydrate,Quinora",,
BRD-K14328427,Pravastatin,"C10AA03,CS-514,Elisor,Eptastatin Sodium,Lipemol,Liplat,Lipostat,Pravachol,Pravastatin,Pravastatin Sodium,Pravastatin Sodium Salt,SQ-31000",,
BRD-K86456986,Mometasone Furoate,"Asmanex,Asmanex HFA,Asmanex Twisthaler,Elocon,Mometasone,Mometasone Furoate,Mometasone Furoate Monohydrate,Nasonex,SCH-32088,Sinuva",,
BRD-K31856043,Desipramine,"18-8181,Desipramine,Desipramine HCl,Desipramine Hydrochloride,Dmi,EX 4355,EX-4355,G-35020,JB-8181,Norpramin,NSC-114901,Pertofran,Pertofrane,RMI-9384A",,
BRD-K23282736,Pergolide,"Celance,LY-127809,Pergolide,Pergolide Mesilate,Pergolide Mesylate,Permax",,
BRD-K89009594,Loperamide,"Lodiar,Loperamide HCl,Imodium Advanced,Imodium Ibs Relief,Loperamide,Arret,Diah-Limit,Imodium,Loperamide?Hcl,Imodium Instants,Entrocalm,Imodium A-D,Normaloe,Loperagen,Dioraleze,NSC-696356,Diaquitte,Imodium A-D Ez Chews,Imodium Instant Melts,Norimode,Diasorb,Diarrhoea Relief,Diocalm,Gppe PACK,Imodium Liquicaps,Diocaps,Imodium Classic,Loperamide Hydrochloride,Diareze,R-18553",,
ncgc00183371-01,Anagrelide,"Agrelin,Agrylin,Anagrelide,Anagrelide HCl,Anagrelide Hydrochloride,Anagrelide Hydrochloride Hydrate,Anagrelide Hydrochloride Monohydrate,BL-4162A,BMY-26538-01,Xagrid",,
BRD-K64606589,Fluticasone Propionate,"Sereflo,Pirinase,SERETIDE 125,Flonase Allergy Relief,SERETIDE 50,Armonair Respiclick,CCI-18781,FLOVENT DISKUS 50,Airflusal Forspiro,Sirdupla,Flutiform,Fluticasone,Flixonase,Fluticasone Propionate,Nasofan,SERETIDE 250,Aerivio Spiromax,Flonase,FLOVENT DISKUS 250,FLOVENT DISKUS 100,SERETIDE 500,Cutivate,Flovent HFA,Flovent,PF-00241939,Xhance,Flixotide,SERETIDE 100",,
BRD-K53566850,Lidoflazine,"Angex,Clinium,Lidoflazine,MCN-JR-7904,R-7904",,
bl-052,(Z) Fluvoxamine,"Fluvoxamine,Fluvoxamine Maleate,N06AB08",,
gw 7647,Diazoxide,"Diazoxide,Eudemine,Eudimine,Hyperstat,Mutabase,NSC-64198,NSC-76130,Proglycem,SCH-6783,SRG-95213",,
homoharringtonine,Telmisartan,"BIBR-277,BIBR-277SE,BIBR-277 SE,BIBR-277-SE,C09CA07,Micardis,Telmisartan,Tolura",,
yo-2,Brinzolamide,"AL-4862,Azopt,Brinzolamide",,
gliclazide,Metoclopramide,"Clopra-""Yellow"",Reglan,Gastrese L.A.,Metox,Maxolon,AHR-3070-C,Maxolon SR,Metoclopramide Hydrochloride,Metoclomex,""Clopra-""""Yellow"""""",Metoclopramide HCl,Metozolv ODT,Gastrobid Continus,Gastromax,Gastroflux,Primperan,Mygdalon,Metramid,Metoclopramide Hydrochloride Monohydrate,Metoclopramide,Clopra,Metoclopramide Monohydrochloride,Parmid,Metipamid,Metoclopramide Intensol,Reglan ODT",,
ncgc00183415-01,Rizatriptan,"L-705126,Maxalt,Maxalt-MLT,MK-0462,MK-462,MK-462 FREE BASE,MK-A462,Rizatriptan,Rizatriptan Benzoate,Rizatriptan Sulfate",,
BRD-K06750613,Phenazopyridine,"2\,6-Diamino-3-(phenylazo)-pyridine hydrochloride,NC-150,NSC-145895,NSC-1879,Phenazopyridine,Phenazopyridine HCl,Phenazopyridine Hydrochloride,Pyridium,Uropyrine,W-1655",,
BRD-K50659736,Omacetaxine Mepesuccinate,"CGX-635,Homoharringtonine,NSC-141633,Omacetaxine Mepesuccinate,Synribo",,
d-64131,Nimesulide,"Aulin,Nimesulide,R-805",,
BRD-U74615290,Nicergoline,"FI-6714,Nicergoline,NSC-150531,Sermion",,
BRD-K92980438,Triamcinolone,"Aristocort,Aristocort A,Delphicort,Fluoxiprednisolone,Kenacort,Kenalog,NSC-13397,Triamcinolone,Volon",,
bromhexine hydrochloride,Naphazoline,"Albalon,Antistin-Privine,Gppe Nsl SOLN,Nafazair,Naphaz HCl,Naphazoline,Naphazoline HCl,Naphazoline Hydrochloride,Naphazoline Nitrate,Naphcon,Naphcon Forte,NSC-35711,Opcon,Vasocon",,
vincamine,Moxonidine,"BDF5896,BDF-5896,BE5895,BE-5895,Cynt,Fisiotens,LY326869,LY-326869,Moxonidine,Moxonidine HCl,Moxonidine Hydrochloride,Norcynt,Normatens,Nucynt,Physiotens",,
ncgc00182913-03,Fluspirilene,"Fluspirilen,Fluspirilene,Fluspiriline,Imap,MCN-JR-6218,R-6218,Redeptin",,
BRD-K41240505,Leflunomide,"Arava,HWA-486,L04AA13,Leflunomide,SU101,SU-101,Sulol",,
BRD-K51791390,Rivafurazon,"Actin-N,Furacilin,Furacin,Furacine,Furazone,Nitrofural,Nitrofurazone,NSC-1602,NSC-2100",,
BRD-K16331660,Proparacaine,"Alcaine,Kainair,Ophthaine,Ophthetic,Paracaine,Proparacaine,Proparacaine HCl,Proparacaine Hydrochloride,Proxymetacaine",,
BRD-K30647638,Albendazole,"Albendazole,Albenza,Eskazole,NSC-220008,SK&F 62979,SK&F-62979,Valbazen,Zental,Zentel",,
hts 13363,Dibenzepin,"Dibenzepin,Dibenzepine,Dibenzepine Hydrochloride,Dibenzepin HCl,HF-1927,Noveril",,
quinine hemisulfate salt monohydrate,Sildenafil,"HIP0908,HIP-0908,Nipatra,Revatio,Sildenafil,Sildenafil Citrate,UK-92480,UK-9248010,UK-92480-10,Viagra,Vizarsin",,
BRD-K32536677,Norethynodrel,"Norethynodrel,Noretynodrel,SC-4642",,
ym-155-0.310000002384,Gliquidone,"ARDF-26,Gliquidone,Glurenorm",,
BRD-K58191509,Vorinostat,"BG-1034,MAZ1448-IV-94,MK0683,MK-0683,N1-Hydroxy-n8-phenyloctanediamide cali-011-1,Saha,Suberoylanilide Hydroxamic acid,Suberoylanilide Hydroxamic Acid (Saha),Suberoylanilide Hydroxamic Acid (Saha)\, Zolinza,Vorinostat,Vorinostat (Saha),Zolinza",,
BRD-K84874839,Halcinonide,"Halcinonide,Halog,Halog-E,SO-18566,SQ-18566",,
gamma-linolenic acid (18:3 n-6),Estrone,"Estrogenic Substance,Estrone,NSC-9699,Oestrone,Theelin,WAY 164397",,
u0126,Sertraline,"Aremis,Besitron,CP-519741,CP-51974-1,Lustral,Sertraline,Sertraline HCl,Sertraline Hydrochloride,Zoloft",,
d 4476,Tolmetin,"MCN-2559,MCN-2559-21-98,Tolectin,TOLECTIN 600,Tolectin DS,Tolmetin,Tolmetin Sodium,Tolmetin Sodium Salt Dihydrate",,
cgs 21680 hydrochloride,Repaglinide,"A10BX02,AG-EE 623 ZW,AG-EE-623ZW,AG-EE-623-ZW,AGEE-623ZW,Enyglid,Novonorm,Prandin,Repaglinide",,
deracoxib,Pargyline,"A-19120,Eutonyl,Eutron,MO-911,Pargyline,Pargyline HCl,Pargyline Hydrochloride",,
BRD-K65742362,Pseudoephedrine,"Sinutab,NSC-33634,NSC-106567,PSEUDO-12,Sudafed,Novafed,Pseudophed,SUDAFED 24 HOUR,Otrivine Mu-CRON,Contac,SUDAFED 12 HOUR,Galpseud,Dimotane Plus L.A.,Galpseud PLUS,Sudafed-SA,Sudafed PLUS,Actifed,Pseudoephedrine Polistirex,Pseudoephedrine HCl,Sudafed 12 hr decongest,Pseudoephedrine Sulfate,SCH-4855,Pseudoephedrine,Afrinol,Dimotane PLUS,Pseudoephedrine Hydrochloride",,
BRD-K74767048,Tolbutamide,"Glyconon,NSC-23813,NSC-87833,Orinase,Orinase Diagnostic,Pramidex,Rastinon,Tolbutamide,Tolbutamide Sodium,Tolbutamide Sodium\, Sterile",,
pifithrin- a hydrobromide-69.8300018311,Flutamide,"Chimax,Drogenil,Eulexin,Flutamide,NSC-215876,SCH-13521",,
deacetoxy-7-oxisogedunin,Chlorambucil,"CB-1348,Chlorambucil,Chlorbutin,Leukeran,NCI-3088,NSC-3088",,
zm 3363722.709999084,Aliskiren,"Aliskiren,Aliskiren Fumarate,Aliskiren Hemifumarate,Rasilez,SPP100,SPP-100,SPP-100B,Tekturna",,
BRD-K42629487,Clemastine,"Clemastine,Clemastine Fumarate,Clemastine Hydrogen Fumarate,HS-592,Tavegil,Tavist,TAVIST-1",,
lapatinib,Torsemide,"AC4464,AC-4464,BM-02015,BM-02.015,Demadex,Torasemide,TOREM 10,TOREM 2.5,TOREM 5,Torsemide",,
BRD-K87964538,Rimexolone,"ORG-6216,Rimexolone,Vexol",,
linomide,Mestranol,"33355,EE3-ME,Ethynylestradiol 3-methyl ether,Mestranol",,
gr8,Tolazamide,"Tolazamide,Tolinase,U-17835",,
BRD-K70871370,Primidone,"Lepsiral,Liskantin,Mysoline,Neurosyn,NSC-41701,Primidone",,
prima-1 met,Guanfacine,"Akfen,BS-100-141,Estulic,Guanfacine,Guanfacine HCl,Guanfacine Hydrochloride,Intuniv,SPD503,Tenex",,
fk 888,Dextromethorphan,"Beecham Coughcaps,Benylin DM,Brontyl,Contac Coughcaps,D-3-METHOXY-N-METHYLMORPHINAN HYDROBROMIDE,Delsym,Dextromethorphan,Dextromethorphan Hydrobromide,Dextromethorphan Hydrobromide Monohydrate,Dextromethorphan Hydrobromide Oros Tablets,Dextromethorphan Polistirex,Dimetane-DX,Drixoral Cough,Franolyn DRY,Franolyn Sed,PEDIACARE 1,Romilar,St,Tussabron,Tuxium",,
t 98475,Levocabastine,"Levocabastine,Levocabastine HCl,Levocabastine Hydrochloride,Livostin,Livostin Direct,R-50547",,
BRD-K78385490,Trimethobenzamide,"NSC-37882,Tigan,Trimethobenzamide,Trimethobenzamide HCl,Trimethobenzamide Hydrochloride",,
BRD-K34332553,Moexipril,"CI-925,Moexipril,Moexipril HCl,Moexipril Hydrochloride,Perdix,RS-10085,RS-10085-197,SPM-925,Uniretic,Univasc",,
BRD-K72732164,Methylergonovine,"Methergine,Methylergometrine,Methylergometrine Maleate,Methylergonovine,Methylergonovine Maleate,Methylergonovinium Bimaleate",,
pp-110-22.2000007629,Levonorgestrel,"Norplant System,Isteranda,Norgestrel (-)-FORM,LEVONELLE-2,Plan B,Jaydess,Upostelle,Levonelle,Levonorgestrel,Jadelle,Emerres,Ovrette,Fallback SOLO,Norplant,Athentia NEXT,Norgestrel-(-)-D,Skyla,Levosert,Microval,Opcicon One-STEP,POSTINOR-2,Norgeston,BAY86-5028,Plan B One-STEP,WY-5104,Emerres UNA,Norplant II,Ezinelle,Kyleena,Levonelle One STEP,Mirena,Liletta,HER Style",,
BRD-A31312900,Levomepromazine,"CL-36467,CL-39743,Levinan,Levomepromazine,Levomepromazine HCl,Levomepromazine Maleate,Levoprome,Methotrimeprazine,Methotrimeprazine Maleat Salt,N05AA02,Nirvan,Nozinan,NSC-226516,RP-7044,SK&F-5116,Tisercin,Veractil,XP03,XP-03",,
apo866-0.31,Yohimbine,"NSC-19509,Prowess Plain,Yocon,Yohimbine,Yohimbine HCl,Yohimbine Hydrochloride",,
nisoxetine hydrochloride,Ouabain,"G-Strophanthin,NSC-25485,Ouabain,Ouabaine Arnaud,Strodival,Strophantine Octahydrate",,
dmab-anabaseine dihydrochloride,Niclosamide,"50-65-7,BAY-2353,Ex A LINT,Lintex,Niclocide,Niclosamide,Nicloside,Nicolsamide,NSC-178296,WR 46234,Yomesan",,
dhpc8 buildingblockc04,Doxepin,"Adapin,Doxepin,Doxepin HCl,Doxepin Hydrochloride,NSC-108160,P-3693A,Quitaxon,Silenor,Sinepin,Sinequan,Xepin,Zonalon",,
ncgc00229595-01,Glyburide,"Glynase,Daonil,DIABETAMIDE 2.5,Glyburide,HB-419,Malix,Glynase Prestab,Lederglib,U-26452,Libanil,Semi-Daonil,Glibenclamide,Glyburide (Micronized),Diabeta,Calabren,Micronase,DIABETAMIDE 5,Gliken,Euglucon,U-26\,45,HB 419",,
mls-0391006,Mifepristone,"Korlym,Mifegyne,Mifeprex,Mifepristone,RU-38486,RU486,RU-486",,
BRD-K29699988,Clozapine,"Clozapine,Clozapine Resolution Mixture,Clozaril,Fazaclo,Fazaclo ODT,HF-1854,Versacloz,Zaponex",,
,Ceforanide,"BL-S786,Ceforanide,Precef",,
,Paroxetine,"[3H]-Paroxetine,Brisdelle,BRL-29060,Paroxetine,Paroxetine HCl,Paroxetine Hydrochloride,Paroxetine Hydrochloride Hemihydrate,Paroxetine Maleate,Paroxetine Mesilate,Paroxetine Mesylate,Paroxetine Methanesulfonate,Paxil,Paxil [As Hydrochloride],Paxil CR,Pexeva,Pot.Mes,PO-T.Mes,Seroxat",,
,Clocortolone Pivalate,"Clocortolone 21-pivalate,Clocortolone Pivalate,Cloderm,SH-863",,
,Bumetanide,"Betinex,Bumetanide,Bumex,Burinex,Lixil,RO-106338,RO-10-6338",,
,Domperidone,"Domilium,Domperidone,Evoxin,Motilium,MOTILIUM 10,Motilium Instants,R-33812,Vivadone",,
,Imipramine,"G-22355,Imipramine,Imipramine HCl,Imipramine Hydrochloride,Imipramine Hydrochloride RS,Imipramine Pamoate,Janimine,NSC-114900,NSC-169866,ORG-2463,Pramine,Praminil,Presamine,Sarimp,Tofranil,Tofranil-PM",,
,Bithionol,"Bithionate Sodium,Bithionol,Bithionolate Sodium,Lorothidol,Sodium Bitionolate",,
,Betamethasone,"Alphatrex,Betamethasone,Betasolan,Betatrex,Beta-Val,Betnelan,Celestone,Dermabet,Flubenisolone,Lotrisone,NSC-39470,SCH-4831,Taclonex,Uticort,Visubeta",,
,Erythromycin Estolate,"Erythromycin Estolate,Erythromycin Lauryl Sulfate\, Propionyl,Erythromycin Propionate,Erythromycin Propionate Lauryl Sulfate,Ilosone,Propionyl Erythromycin Lauryl Sulfate",,
,Loxapine,"Adasuve,CL-62362,CL-71563,Loxapac,Loxapine,Loxapine HCl,Loxapine Succinate,Loxitane,Loxitane C,Loxitane-C Oral Suspension [As Hydrochloride],Loxitane IM,Loxitane Intramuscular [As Hydrochloride],SUM 3170,SUM-3170",,
,Bisacodyl,"Biolax,Bisacodyl,Correctol Tablets\, Caplets,Dulcodos,Dulcolax,Entrolax,Feen-A-Mint Tablets,SK-Bisacodyl,Theralax",,
,L-Hyoscyamine,"Anaspaz,Daturine Hydrobromide,Hyoscyamine,Hyoscyamine Hydrobromide,Hyoscyamine (L),Hyoscyamine Sulfate,Hyoscyamine Sulphate,Levsin,Levsinex,Levsinex Timecaps,Levsin SL,Neoquess,Peptard",,
,Vincamine,Vincamine,,
,Triclosan,"Aquasept,CH-3565,Cloxifenol,DNDI1246774,Gamophen,Innoxa,Manusept,Skinsan,Stri-Dex Cleansing Bar,Stri-Dex Face WASH,Tegusept,Triclosan",,
,Protriptyline,"CONCORDIN-10,CONCORDIN-5,MK-240,Protriptyline,Protriptyline HCl,Protriptyline Hydrochloride,Protryptyline Hydrochloride,Vivactil",,
,Daunorubicin,"Cerubidine,Daunorubicin,Daunorubicin Citrate,Daunorubicin HCl,Daunorubicin Hydrochloride,Daunoxome,FI 6339,FI-6339,FI-6339 [AS THE BASE],FI 6339 HYDROCHLORIDE,FI-6339 HYDROCHLORIDE,NDC-0082-4155,NSC-82151,NSC-83142,RP 13057,RP-13057,RP-13057 [AS THE BASE],RP 13057 HYDROCHLORIDE,RP-13057 HYDROCHLORIDE,Valrubicin Impurity\, Daunorubicin",,
,Flufenamic acid,"Arlef,CI-440,CN-27554,Flufenamic acid,INF-1837,Meralen,NSC-219007,NSC-82699",,
,Famciclovir,"BRL-42810,Famciclovir,Famvir",,
,Clofibrate,"Atromid,Atromid-S,AY-61123,Chlorfenisate,Clofibrate,ICI-28257,NSC-79389",,
,Bezafibrate,"Bezafibrate,Bezagen XL,Bezalip,Bezalip-MONO,BM 15.075,BM-15075,BM-15.075,Fibrazate XL,Liparol XL,Zimbacol XL",,
,Prednicarbate,"Dermatop,Dermatop E Emollient,HOE-777,LAS189961,LAS-189961,LAS-41003 COMPONENT PREDNICARBATE,Prednicarbate,S-770777,S-77 0777,S-77-0777",,
,Canrenoate,"Canrenoate Potassium,Canrenoic acid,Canrenoic Acid Potassium Salt,Canrenone Free Acid Potassium Salt,Potassium Canrenoate,SC-14266,Soldactone,Spiroctan-M",,
,UNII-P41PML4GHR,"Axid,Axid AR,LY 139037,LY-139037,Nizatidine,ZINGA 150,ZINGA 300",,
,Metyrapone,"Metopiron,Metopirone,Metopirone Ditartrate,Metyrapone,Metyrapone Tartrate,NSC-25265,SU-4885",,
,Bromhexine,"Bisolvon,Brombenzonium,Bromhexine,Bromhexine HCl,Bromhexine Hydrochloride,NA-274",,
,Dexamethasone 21-acetate,"Decadron,Decadron-LA,Dexamethasone 21-acetate,Dexamethasone Acetate,Dexamethasone Acetate Monohydrate,NSC-39471",,
,Flavoxate,"DW-61,Flavoxate,Flavoxate HCl,Flavoxate Hydrochloride,NSC-114649,Urispas,URISPAS 200",,
,Podofilox,"Condyline,Condylox,NSC-24818,Podofilox,Podophyllotoxin,Warticon",,
,Febuxostat,"Adenuric,Febuxostat,TMX-67,Uloric",,
,Danazol,"Danazol,Danocrine,NSC-270916,WIN-17757",,
,Prazosin,"ALPHAVASE 0.5,ALPHAVASE 1,ALPHAVASE 2,ALPHAVASE 5,CP-12299,CP-122991,CP-12299-1,Hypovase,Hypovase B.D.,Kentovace,Minipress,Minipress XL,NSC-292810,Prazocin,Prazosin,Prazosin HCl,Prazosin Hydrochloride",,
,Flunisolide,"Aerobid,Aerospan,Aerospan HFA,Flunisolide,Flunisolide Hemihydrate,Nasalide,Nasarel,RS-3999,Syntaris,Syntaris Hayfever",,
